pass,concept_a,concept_b,relation
3,toilets.it-is-urgent,toilets.toilet-paper,none
1,toilets.it-is-urgent,toilets.toilet-wc,none
2,toilets.it-is-urgent,toilets.toilet-wc,none
3,toilets.it-is-urgent,toilets.toilet-wc,none
1,toilets.it-is-urgent,toilets.where-can-i-wash-my-hands,none
2,toilets.it-is-urgent,toilets.where-can-i-wash-my-hands,none
3,toilets.it-is-urgent,toilets.where-can-i-wash-my-hands,none
1,toilets.it-is-urgent,toilets.where-public-toilet,none
2,toilets.it-is-urgent,toilets.where-public-toilet,none
3,toilets.it-is-urgent,toilets.where-public-toilet,none
1,toilets.it-is-urgent,toilets.where-toilet,none
2,toilets.it-is-urgent,toilets.where-toilet,none
3,toilets.it-is-urgent,toilets.where-toilet,none
1,toilets.it-is-urgent,toilets.womens-toilet,none
2,toilets.it-is-urgent,toilets.womens-toilet,none
3,toilets.it-is-urgent,toilets.womens-toilet,none
1,toilets.may-i-have-the-toilet-key,toilets.may-i-use-the-toilet,partial
2,toilets.may-i-have-the-toilet-key,toilets.may-i-use-the-toilet,partial
3,toilets.may-i-have-the-toilet-key,toilets.may-i-use-the-toilet,partial
1,toilets.may-i-have-the-toilet-key,toilets.mens-toilet,none
2,toilets.may-i-have-the-toilet-key,toilets.mens-toilet,none
3,toilets.may-i-have-the-toilet-key,toilets.mens-toilet,none
1,toilets.may-i-have-the-toilet-key,toilets.not-for-drinking,none
2,toilets.may-i-have-the-toilet-key,toilets.not-for-drinking,none
3,toilets.may-i-have-the-toilet-key,toilets.not-for-drinking,none
1,toilets.may-i-have-the-toilet-key,toilets.out-of-order,none
2,toilets.may-i-have-the-toilet-key,toilets.out-of-order,none
3,toilets.may-i-have-the-toilet-key,toilets.out-of-order,none
1,toilets.may-i-have-the-toilet-key,toilets.squat-toilet,none
2,toilets.may-i-have-the-toilet-key,toilets.squat-toilet,none
3,toilets.may-i-have-the-toilet-key,toilets.squat-toilet,none
1,toilets.may-i-have-the-toilet-key,toilets.the-toilet-will-not-flush,none
2,toilets.may-i-have-the-toilet-key,toilets.the-toilet-will-not-flush,none
3,toilets.may-i-have-the-toilet-key,toilets.the-toilet-will-not-flush,none
1,toilets.may-i-have-the-toilet-key,toilets.there-is-no-toilet-paper,none
2,toilets.may-i-have-the-toilet-key,toilets.there-is-no-toilet-paper,none
3,toilets.may-i-have-the-toilet-key,toilets.there-is-no-toilet-paper,none
1,toilets.may-i-have-the-toilet-key,toilets.toilet-paper,none
2,toilets.may-i-have-the-toilet-key,toilets.toilet-paper,none
3,toilets.may-i-have-the-toilet-key,toilets.toilet-paper,none
1,toilets.may-i-have-the-toilet-key,toilets.toilet-wc,partial
2,toilets.may-i-have-the-toilet-key,toilets.toilet-wc,none
3,toilets.may-i-have-the-toilet-key,toilets.toilet-wc,partial
1,toilets.may-i-have-the-toilet-key,toilets.where-can-i-wash-my-hands,none
2,toilets.may-i-have-the-toilet-key,toilets.where-can-i-wash-my-hands,none
3,toilets.may-i-have-the-toilet-key,toilets.where-can-i-wash-my-hands,none
1,toilets.may-i-have-the-toilet-key,toilets.where-public-toilet,none
2,toilets.may-i-have-the-toilet-key,toilets.where-public-toilet,none
3,toilets.may-i-have-the-toilet-key,toilets.where-public-toilet,none
1,toilets.may-i-have-the-toilet-key,toilets.where-toilet,none
2,toilets.may-i-have-the-toilet-key,toilets.where-toilet,none
3,toilets.may-i-have-the-toilet-key,toilets.where-toilet,none
1,toilets.may-i-have-the-toilet-key,toilets.womens-toilet,none
2,toilets.may-i-have-the-toilet-key,toilets.womens-toilet,none
3,toilets.may-i-have-the-toilet-key,toilets.womens-toilet,none
1,toilets.may-i-use-the-toilet,toilets.mens-toilet,none
2,toilets.may-i-use-the-toilet,toilets.mens-toilet,none
3,toilets.may-i-use-the-toilet,toilets.mens-toilet,none
1,toilets.may-i-use-the-toilet,toilets.not-for-drinking,none
2,toilets.may-i-use-the-toilet,toilets.not-for-drinking,none
3,toilets.may-i-use-the-toilet,toilets.not-for-drinking,none
1,toilets.may-i-use-the-toilet,toilets.out-of-order,none
2,toilets.may-i-use-the-toilet,toilets.out-of-order,none
3,toilets.may-i-use-the-toilet,toilets.out-of-order,none
1,toilets.may-i-use-the-toilet,toilets.squat-toilet,none
2,toilets.may-i-use-the-toilet,toilets.squat-toilet,none
3,toilets.may-i-use-the-toilet,toilets.squat-toilet,none
1,toilets.may-i-use-the-toilet,toilets.the-toilet-will-not-flush,none
2,toilets.may-i-use-the-toilet,toilets.the-toilet-will-not-flush,none
3,toilets.may-i-use-the-toilet,toilets.the-toilet-will-not-flush,none
1,toilets.may-i-use-the-toilet,toilets.there-is-no-toilet-paper,none
2,toilets.may-i-use-the-toilet,toilets.there-is-no-toilet-paper,none
3,toilets.may-i-use-the-toilet,toilets.there-is-no-toilet-paper,none
1,toilets.may-i-use-the-toilet,toilets.toilet-paper,none
2,toilets.may-i-use-the-toilet,toilets.toilet-paper,none
3,toilets.may-i-use-the-toilet,toilets.toilet-paper,none
1,toilets.may-i-use-the-toilet,toilets.toilet-wc,partial
2,toilets.may-i-use-the-toilet,toilets.toilet-wc,none
3,toilets.may-i-use-the-toilet,toilets.toilet-wc,partial
1,toilets.may-i-use-the-toilet,toilets.where-can-i-wash-my-hands,none
2,toilets.may-i-use-the-toilet,toilets.where-can-i-wash-my-hands,none
3,toilets.may-i-use-the-toilet,toilets.where-can-i-wash-my-hands,none
1,toilets.may-i-use-the-toilet,toilets.where-public-toilet,none
2,toilets.may-i-use-the-toilet,toilets.where-public-toilet,none
3,toilets.may-i-use-the-toilet,toilets.where-public-toilet,none
1,toilets.may-i-use-the-toilet,toilets.where-toilet,none
2,toilets.may-i-use-the-toilet,toilets.where-toilet,none
3,toilets.may-i-use-the-toilet,toilets.where-toilet,none
1,toilets.may-i-use-the-toilet,toilets.womens-toilet,none
2,toilets.may-i-use-the-toilet,toilets.womens-toilet,none
3,toilets.may-i-use-the-toilet,toilets.womens-toilet,none
1,toilets.may-i-use-the-toilet,transit-rides.can-i-use-this-ticket,none
2,toilets.may-i-use-the-toilet,transit-rides.can-i-use-this-ticket,none
3,toilets.may-i-use-the-toilet,transit-rides.can-i-use-this-ticket,none
1,toilets.mens-toilet,toilets.not-for-drinking,none
2,toilets.mens-toilet,toilets.not-for-drinking,none
3,toilets.mens-toilet,toilets.not-for-drinking,none
1,toilets.mens-toilet,toilets.out-of-order,none
2,toilets.mens-toilet,toilets.out-of-order,none
3,toilets.mens-toilet,toilets.out-of-order,none
1,toilets.mens-toilet,toilets.squat-toilet,none
2,toilets.mens-toilet,toilets.squat-toilet,none
3,toilets.mens-toilet,toilets.squat-toilet,none
1,toilets.mens-toilet,toilets.the-toilet-will-not-flush,none
2,toilets.mens-toilet,toilets.the-toilet-will-not-flush,none
3,toilets.mens-toilet,toilets.the-toilet-will-not-flush,none
1,toilets.mens-toilet,toilets.there-is-no-toilet-paper,none
2,toilets.mens-toilet,toilets.there-is-no-toilet-paper,none
3,toilets.mens-toilet,toilets.there-is-no-toilet-paper,none
1,toilets.mens-toilet,toilets.toilet-paper,none
2,toilets.mens-toilet,toilets.toilet-paper,none
3,toilets.mens-toilet,toilets.toilet-paper,none
1,toilets.mens-toilet,toilets.toilet-wc,none
2,toilets.mens-toilet,toilets.toilet-wc,none
3,toilets.mens-toilet,toilets.toilet-wc,none
1,toilets.mens-toilet,toilets.where-can-i-wash-my-hands,none
2,toilets.mens-toilet,toilets.where-can-i-wash-my-hands,none
3,toilets.mens-toilet,toilets.where-can-i-wash-my-hands,none
1,toilets.mens-toilet,toilets.where-public-toilet,none
2,toilets.mens-toilet,toilets.where-public-toilet,none
3,toilets.mens-toilet,toilets.where-public-toilet,none
1,toilets.mens-toilet,toilets.where-toilet,none
2,toilets.mens-toilet,toilets.where-toilet,none
3,toilets.mens-toilet,toilets.where-toilet,none
1,toilets.mens-toilet,toilets.womens-toilet,none
2,toilets.mens-toilet,toilets.womens-toilet,none
3,toilets.mens-toilet,toilets.womens-toilet,none
1,toilets.not-for-drinking,toilets.out-of-order,none
2,toilets.not-for-drinking,toilets.out-of-order,none
3,toilets.not-for-drinking,toilets.out-of-order,none
1,toilets.not-for-drinking,toilets.squat-toilet,none
2,toilets.not-for-drinking,toilets.squat-toilet,none
3,toilets.not-for-drinking,toilets.squat-toilet,none
1,toilets.not-for-drinking,toilets.the-toilet-will-not-flush,none
2,toilets.not-for-drinking,toilets.the-toilet-will-not-flush,none
3,toilets.not-for-drinking,toilets.the-toilet-will-not-flush,none
1,toilets.not-for-drinking,toilets.there-is-no-toilet-paper,none
2,toilets.not-for-drinking,toilets.there-is-no-toilet-paper,none
3,toilets.not-for-drinking,toilets.there-is-no-toilet-paper,none
1,toilets.not-for-drinking,toilets.toilet-paper,none
2,toilets.not-for-drinking,toilets.toilet-paper,none
3,toilets.not-for-drinking,toilets.toilet-paper,none
1,toilets.not-for-drinking,toilets.toilet-wc,none
2,toilets.not-for-drinking,toilets.toilet-wc,none
3,toilets.not-for-drinking,toilets.toilet-wc,none
1,toilets.not-for-drinking,toilets.where-can-i-wash-my-hands,none
2,toilets.not-for-drinking,toilets.where-can-i-wash-my-hands,none
3,toilets.not-for-drinking,toilets.where-can-i-wash-my-hands,none
1,toilets.not-for-drinking,toilets.where-public-toilet,none
2,toilets.not-for-drinking,toilets.where-public-toilet,none
3,toilets.not-for-drinking,toilets.where-public-toilet,none
1,toilets.not-for-drinking,toilets.where-toilet,none
2,toilets.not-for-drinking,toilets.where-toilet,none
3,toilets.not-for-drinking,toilets.where-toilet,none
1,toilets.not-for-drinking,toilets.womens-toilet,none
2,toilets.not-for-drinking,toilets.womens-toilet,none
3,toilets.not-for-drinking,toilets.womens-toilet,none
1,toilets.out-of-order,toilets.squat-toilet,none
2,toilets.out-of-order,toilets.squat-toilet,none
3,toilets.out-of-order,toilets.squat-toilet,none
1,toilets.out-of-order,toilets.the-toilet-will-not-flush,partial
2,toilets.out-of-order,toilets.the-toilet-will-not-flush,partial
3,toilets.out-of-order,toilets.the-toilet-will-not-flush,partial
1,toilets.out-of-order,toilets.there-is-no-toilet-paper,none
2,toilets.out-of-order,toilets.there-is-no-toilet-paper,none
3,toilets.out-of-order,toilets.there-is-no-toilet-paper,none
1,toilets.out-of-order,toilets.toilet-paper,none
2,toilets.out-of-order,toilets.toilet-paper,none
3,toilets.out-of-order,toilets.toilet-paper,none
1,toilets.out-of-order,toilets.toilet-wc,none
2,toilets.out-of-order,toilets.toilet-wc,none
3,toilets.out-of-order,toilets.toilet-wc,none
1,toilets.out-of-order,toilets.where-can-i-wash-my-hands,none
2,toilets.out-of-order,toilets.where-can-i-wash-my-hands,none
3,toilets.out-of-order,toilets.where-can-i-wash-my-hands,none
1,toilets.out-of-order,toilets.where-public-toilet,none
2,toilets.out-of-order,toilets.where-public-toilet,none
3,toilets.out-of-order,toilets.where-public-toilet,none
1,toilets.out-of-order,toilets.where-toilet,none
2,toilets.out-of-order,toilets.where-toilet,none
3,toilets.out-of-order,toilets.where-toilet,none
1,toilets.out-of-order,toilets.womens-toilet,none
2,toilets.out-of-order,toilets.womens-toilet,none
3,toilets.out-of-order,toilets.womens-toilet,none
1,toilets.squat-toilet,toilets.the-toilet-will-not-flush,none
2,toilets.squat-toilet,toilets.the-toilet-will-not-flush,none
3,toilets.squat-toilet,toilets.the-toilet-will-not-flush,none
1,toilets.squat-toilet,toilets.there-is-no-toilet-paper,none
2,toilets.squat-toilet,toilets.there-is-no-toilet-paper,none
3,toilets.squat-toilet,toilets.there-is-no-toilet-paper,none
1,toilets.squat-toilet,toilets.toilet-paper,none
2,toilets.squat-toilet,toilets.toilet-paper,none
3,toilets.squat-toilet,toilets.toilet-paper,none
1,toilets.squat-toilet,toilets.toilet-wc,none
2,toilets.squat-toilet,toilets.toilet-wc,none
3,toilets.squat-toilet,toilets.toilet-wc,none
1,toilets.squat-toilet,toilets.where-can-i-wash-my-hands,none
2,toilets.squat-toilet,toilets.where-can-i-wash-my-hands,none
3,toilets.squat-toilet,toilets.where-can-i-wash-my-hands,none
1,toilets.squat-toilet,toilets.where-public-toilet,none
2,toilets.squat-toilet,toilets.where-public-toilet,none
3,toilets.squat-toilet,toilets.where-public-toilet,none
1,toilets.squat-toilet,toilets.where-toilet,none
2,toilets.squat-toilet,toilets.where-toilet,none
3,toilets.squat-toilet,toilets.where-toilet,none
1,toilets.squat-toilet,toilets.womens-toilet,none
2,toilets.squat-toilet,toilets.womens-toilet,none
3,toilets.squat-toilet,toilets.womens-toilet,none
1,toilets.the-toilet-will-not-flush,toilets.there-is-no-toilet-paper,none
2,toilets.the-toilet-will-not-flush,toilets.there-is-no-toilet-paper,none
3,toilets.the-toilet-will-not-flush,toilets.there-is-no-toilet-paper,none
1,toilets.the-toilet-will-not-flush,toilets.toilet-paper,none
2,toilets.the-toilet-will-not-flush,toilets.toilet-paper,none
3,toilets.the-toilet-will-not-flush,toilets.toilet-paper,none
1,toilets.the-toilet-will-not-flush,toilets.toilet-wc,partial
2,toilets.the-toilet-will-not-flush,toilets.toilet-wc,none
3,toilets.the-toilet-will-not-flush,toilets.toilet-wc,none
1,toilets.the-toilet-will-not-flush,toilets.where-can-i-wash-my-hands,none
2,toilets.the-toilet-will-not-flush,toilets.where-can-i-wash-my-hands,none
3,toilets.the-toilet-will-not-flush,toilets.where-can-i-wash-my-hands,none
1,toilets.the-toilet-will-not-flush,toilets.where-public-toilet,none
2,toilets.the-toilet-will-not-flush,toilets.where-public-toilet,none
3,toilets.the-toilet-will-not-flush,toilets.where-public-toilet,none
1,toilets.the-toilet-will-not-flush,toilets.where-toilet,none
2,toilets.the-toilet-will-not-flush,toilets.where-toilet,none
3,toilets.the-toilet-will-not-flush,toilets.where-toilet,none
1,toilets.the-toilet-will-not-flush,toilets.womens-toilet,none
2,toilets.the-toilet-will-not-flush,toilets.womens-toilet,none
3,toilets.the-toilet-will-not-flush,toilets.womens-toilet,none
1,toilets.there-is-no-toilet-paper,toilets.toilet-paper,partial
2,toilets.there-is-no-toilet-paper,toilets.toilet-paper,partial
3,toilets.there-is-no-toilet-paper,toilets.toilet-paper,partial
1,toilets.there-is-no-toilet-paper,toilets.toilet-wc,none
2,toilets.there-is-no-toilet-paper,toilets.toilet-wc,none
3,toilets.there-is-no-toilet-paper,toilets.toilet-wc,none
1,toilets.there-is-no-toilet-paper,toilets.where-can-i-wash-my-hands,none
2,toilets.there-is-no-toilet-paper,toilets.where-can-i-wash-my-hands,none
3,toilets.there-is-no-toilet-paper,toilets.where-can-i-wash-my-hands,none
1,toilets.there-is-no-toilet-paper,toilets.where-public-toilet,none
2,toilets.there-is-no-toilet-paper,toilets.where-public-toilet,none
3,toilets.there-is-no-toilet-paper,toilets.where-public-toilet,none
1,toilets.there-is-no-toilet-paper,toilets.where-toilet,none
2,toilets.there-is-no-toilet-paper,toilets.where-toilet,none
3,toilets.there-is-no-toilet-paper,toilets.where-toilet,none
1,toilets.there-is-no-toilet-paper,toilets.womens-toilet,none
2,toilets.there-is-no-toilet-paper,toilets.womens-toilet,none
3,toilets.there-is-no-toilet-paper,toilets.womens-toilet,none
1,toilets.toilet-paper,toilets.toilet-wc,none
2,toilets.toilet-paper,toilets.toilet-wc,none
3,toilets.toilet-paper,toilets.toilet-wc,none
1,toilets.toilet-paper,toilets.where-can-i-wash-my-hands,none
2,toilets.toilet-paper,toilets.where-can-i-wash-my-hands,none
3,toilets.toilet-paper,toilets.where-can-i-wash-my-hands,none
1,toilets.toilet-paper,toilets.where-public-toilet,none
2,toilets.toilet-paper,toilets.where-public-toilet,none
3,toilets.toilet-paper,toilets.where-public-toilet,none
1,toilets.toilet-paper,toilets.where-toilet,none
2,toilets.toilet-paper,toilets.where-toilet,none
3,toilets.toilet-paper,toilets.where-toilet,none
1,toilets.toilet-paper,toilets.womens-toilet,none
2,toilets.toilet-paper,toilets.womens-toilet,none
3,toilets.toilet-paper,toilets.womens-toilet,none
1,toilets.toilet-wc,toilets.where-can-i-wash-my-hands,none
2,toilets.toilet-wc,toilets.where-can-i-wash-my-hands,none
3,toilets.toilet-wc,toilets.where-can-i-wash-my-hands,none
1,toilets.toilet-wc,toilets.where-public-toilet,partial
2,toilets.toilet-wc,toilets.where-public-toilet,partial
3,toilets.toilet-wc,toilets.where-public-toilet,partial
1,toilets.toilet-wc,toilets.where-toilet,partial
2,toilets.toilet-wc,toilets.where-toilet,partial
3,toilets.toilet-wc,toilets.where-toilet,partial
1,toilets.toilet-wc,toilets.womens-toilet,none
2,toilets.toilet-wc,toilets.womens-toilet,none
3,toilets.toilet-wc,toilets.womens-toilet,none
1,toilets.where-can-i-wash-my-hands,toilets.where-public-toilet,none
2,toilets.where-can-i-wash-my-hands,toilets.where-public-toilet,none
3,toilets.where-can-i-wash-my-hands,toilets.where-public-toilet,none
1,toilets.where-can-i-wash-my-hands,toilets.where-toilet,none
2,toilets.where-can-i-wash-my-hands,toilets.where-toilet,none
3,toilets.where-can-i-wash-my-hands,toilets.where-toilet,none
1,toilets.where-can-i-wash-my-hands,toilets.womens-toilet,none
2,toilets.where-can-i-wash-my-hands,toilets.womens-toilet,none
3,toilets.where-can-i-wash-my-hands,toilets.womens-toilet,none
1,toilets.where-public-toilet,toilets.where-toilet,partial
2,toilets.where-public-toilet,toilets.where-toilet,partial
3,toilets.where-public-toilet,toilets.where-toilet,partial
1,toilets.where-public-toilet,toilets.womens-toilet,none
2,toilets.where-public-toilet,toilets.womens-toilet,none
3,toilets.where-public-toilet,toilets.womens-toilet,none
1,toilets.where-toilet,toilets.womens-toilet,none
2,toilets.where-toilet,toilets.womens-toilet,none
3,toilets.where-toilet,toilets.womens-toilet,none
1,trail-warnings.service-suspended,transit-rides.where-do-i-pay-the-fare,none
2,trail-warnings.service-suspended,transit-rides.where-do-i-pay-the-fare,none
3,trail-warnings.service-suspended,transit-rides.where-do-i-pay-the-fare,none
